source_text,translated_text,context
Repay From Salary,Trừ lương để trả nợ,
Repay From Salary can be selected only for term loans,'Trừ lương để trả nợ' chỉ có thể chọn cho khoản vay có kỳ hạn,
Repay Unclaimed Amount from Salary,Trừ lương để hoàn lại số tiền chưa nhận,
Repeat On Days,Lặp vào các ngày,
Replies,Phản hồi,
Reports To,Báo cáo lên,
Request a Leave,Yêu cầu nghỉ phép,
Request a Shift,Yêu cầu ca làm việc,
Request an Advance,Yêu cầu tạm ứng,
Request Attendance,Yêu cầu chấm công,
Request Leave,Yêu cầu nghỉ phép,
Requested By,Người yêu cầu,
Requested By (Name),Người yêu cầu (Tên),
Require Full Funding,Cần đủ kinh phí,
Required for Employee Creation,Bắt buộc khi tạo nhân viên,
Reschedule Interview,Đổi lịch phỏng vấn,
Responsibilities,Trách nhiệm,
Restrict Backdated Leave Application,Hạn chế đơn nghỉ phép hồi tố,
result,Kết quả,
results,Kết quả,
Resume Attachment,Đính kèm hồ sơ,
Resume link,Liên kết hồ sơ,
Resume Link,Liên kết hồ sơ,
Retained,Đã giữ lại,
Retention Bonus,Thưởng giữ chân,
Retirement Age (In Years),Tuổi nghỉ hưu (năm),
Retry Failed,Thử lại các phân bổ thất bại,
Retry Failed Allocations,Thử lại các phân bổ thất bại,
Retry Successful,Thử lại thành công,
Retrying allocations,Đang thử lại phân bổ,
Return amount cannot be greater than unclaimed amount,Số tiền hoàn trả không thể lớn hơn số tiền chưa nhận,
review,Đánh giá,
Review various other settings related to Employee Leaves and Expense Claim,Xem lại các cài đặt khác liên quan đến Nghỉ phép nhân viên và Yêu cầu chi phí,
Reviewer,Người đánh giá,
Reviewer Name,Tên người đánh giá,
reviews,Đánh giá,
Revised CTC,CTC điều chỉnh,
Role Allowed to Create Backdated Leave Application,Vai trò được phép tạo đơn nghỉ phép hồi tố,
Roster,Lịch trực,
Roster Color,Màu lịch trực,
Round Name,Tên vòng,
Round off Work Experience,Làm tròn kinh nghiệm làm việc,
Round to the Nearest Integer,Làm tròn đến số nguyên gần nhất,
Rounding,Làm tròn,
Route to the custom Job Application Webform,Đường dẫn đến biểu mẫu web đăng ký việc làm tuỳ chỉnh,
Row {0}: {1},Dòng {0}: {1},
Row {0}: {1} is required in the expenses table to book an expense claim.,Dòng {0}: {1} là bắt buộc trong bảng chi phí để hạch toán yêu cầu chi phí.,
Row {0}: From (Year) can not be greater than To (Year),Dòng {0}: Từ (Năm) không thể lớn hơn Đến (Năm),
Row {0}: Goal Score cannot be greater than {1},Dòng {0}: Điểm mục tiêu không thể lớn hơn {1},
Row {0}: Paid amount {1} is greater than pending accrued amount {2} against loan {3},Dòng {0}: Số tiền đã trả {1} lớn hơn số tiền dồn tích chờ xử lý {2} cho khoản vay {3},
Row {0}# Allocated amount {1} cannot be greater than unclaimed amount {2},Dòng {0}# Số tiền phân bổ {1} không thể lớn hơn số tiền chưa nhận {2},
Row {0}# Paid Amount cannot be greater than Encashment amount,Dòng {0}# Số tiền đã trả không thể lớn hơn số tiền quy đổi,
Row {0}# Paid Amount cannot be greater than requested advance amount,Dòng {0}# Số tiền đã trả không thể lớn hơn số tiền tạm ứng yêu cầu,
Row {0}# Paid Amount cannot be greater than Total amount,Dòng {0}# Số tiền đã trả không thể lớn hơn tổng số tiền,
Row #{0}: Cannot set amount or formula for Salary Component {1} with Variable Based On Taxable Salary,Dòng #{0}: Không thể đặt số tiền hoặc công thức cho Thành phần lương {1} có 'Biến số dựa trên lương chịu thuế',
Row #{0}: The {1} Component has the options {2} and {3} enabled.,Dòng #{0}: Thành phần {1} đang bật đồng thời tuỳ chọn {2} và {3}.,
Row #{0}: Timesheet amount will overwrite the Earning component amount for the Salary Component {1},Dòng #{0}: Số tiền bảng chấm công sẽ ghi đè số tiền thành phần thu nhập của Thành phần lương {1},
Row No {0}: Amount cannot be greater than the Outstanding Amount against Expense Claim {1}. Outstanding Amount is {2},Dòng số {0}: Số tiền không thể lớn hơn Số tiền còn nợ theo Yêu cầu chi phí {1}. Số tiền còn nợ là {2},
"Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range.",Lương đã xử lý cho kỳ từ {0} đến {1}; thời gian đơn xin nghỉ phép không được nằm trong khoảng này.,
Salary breakup based on Earning and Deduction.,Phân tích lương theo thu nhập và khấu trừ.,
Salary Component,Thành phần lương,
Salary Component {0} cannot be selected more than once in Employee Benefits,Thành phần lương {0} không thể được chọn nhiều hơn một lần trong Phúc lợi nhân viên,
Salary Component {0} is currently not used in any Salary Structure.,Thành phần lương {0} hiện không được dùng trong bất kỳ Cấu trúc lương nào.,
Salary Component {0} must be of type 'Earning' to be used in Employee Benefit Ledger,Thành phần lương {0} phải thuộc loại 'Thu nhập' để dùng trong Sổ cái phúc lợi nhân viên,
Salary Component Account,Tài khoản thành phần lương,
Salary Component Based,Theo thành phần lương,
Salary Component for timesheet based payroll.,Thành phần lương cho tính lương theo bảng chấm công.,
Salary Component Type,Loại thành phần lương,
"Salary components of type Provident Fund, Additional Provident Fund or Provident Fund Loan are not set up.","Chưa thiết lập các thành phần lương loại Quỹ hưu bổng, Quỹ hưu bổng bổ sung hoặc Vay quỹ hưu bổng.",
Salary components should be part of the Salary Structure.,Các thành phần lương phải thuộc Cấu trúc Lương.,
Salary Detail,Chi tiết lương,
Salary Details,Chi tiết lương,
Salary Expectation,Mức lương kỳ vọng,
Salary Information,Thông tin lương,
Salary Paid Per,Lương trả theo,
Salary Range,Khoảng lương,
Salary Slip {0} failed for Payroll Entry {1},Phiếu lương {0} thất bại cho Bút toán bảng lương {1},
Salary Slip {0} failed. You can resolve the {1} and retry {0}.,Phiếu lương {0} thất bại. Bạn có thể xử lý {1} và thử lại {0}.,
Salary Slip already exists for {0} for the given dates,Phiếu lương đã tồn tại cho {0} trong các ngày đã cho,
Salary Slip Based on Timesheet,Phiếu lương theo bảng chấm công,
Salary Slip creation is queued. It may take a few minutes,Đã xếp hàng tạo Phiếu lương. Có thể mất vài phút,
Salary slip emails have been enqueued for sending. Check {0} for status.,Email phiếu lương đã được xếp hàng để gửi. Kiểm tra {0} để biết trạng thái.,
Salary Slip ID,Mã phiếu lương,
Salary Slip Leave,Nghỉ phép trong phiếu lương,
Salary Slip Loan,Khoản vay trên phiếu lương,
Salary Slip not found.,Không tìm thấy phiếu lương.,
Salary Slip of employee {0} already created for this period,Phiếu lương của nhân viên {0} đã được tạo cho kỳ này,
Salary Slip of employee {0} already created for time sheet {1},Phiếu lương của nhân viên {0} đã được tạo cho bảng chấm công {1},
Salary Slip Reference,Tham chiếu phiếu lương,
Salary Slip submission is queued. It may take a few minutes,Đã xếp hàng nộp Phiếu lương. Có thể mất vài phút,
Salary Slip Timesheet,Bảng chấm công phiếu lương,
Salary Slips,Phiếu lương,
"Salary Slips already exist for employees {}, and will not be processed by this payroll.",Phiếu lương đã tồn tại cho các nhân viên {} và sẽ không được xử lý bởi bảng lương này.,
Salary Slips Created,Đã tạo phiếu lương,
Salary Slips Submitted,Đã nộp phiếu lương,
Salary Slips submitted for period from {0} to {1},Đã nộp phiếu lương cho kỳ từ {0} đến {1},
Salary Structure,Cấu trúc lương,
Salary Structure {0} does not belong to company {1},Cấu trúc lương {0} không thuộc công ty {1},
Salary Structure Assignment,Gán cấu trúc lương,
Salary Structure Assignment field,Trường gán cấu trúc lương,
Salary Structure Assignment for Employee already exists,Gán cấu trúc lương cho nhân viên đã tồn tại,
Salary Structure Assignment not found for employee {0} on date {1},Không tìm thấy Gán cấu trúc lương cho nhân viên {0} vào ngày {1},
Salary Structure Missing,Thiếu cấu trúc lương,
Salary Structure must be submitted before submission of {0},Cấu trúc lương phải được nộp trước khi nộp {0},
Salary Structure not assigned for employee {0} for date {1},Chưa gán Cấu trúc lương cho nhân viên {0} vào ngày {1},
Salary Structures updated successfully,Đã cập nhật Cấu trúc lương thành công,
Salary Withholding,Giữ lại lương,
Salary Withholding {0} already exists for employee {1} for the selected period,Giữ lại lương {0} đã tồn tại cho nhân viên {1} trong kỳ đã chọn,
Salary Withholding Cycle,Chu kỳ giữ lại lương,
Sanctioned Amount,Số tiền duyệt,
Sanctioned Amount (Company Currency),Số tiền duyệt (Tệ CT),
Sanctioned Amount cannot be greater than Claim Amount in Row {0}.,Số tiền duyệt không thể lớn hơn Số tiền yêu cầu tại Dòng {0}.,
Scheduled On,Lên lịch vào,
Score Earned,Điểm đạt,
Score must be less than or equal to 5,Điểm phải nhỏ hơn hoặc bằng 5,
Scores,Điểm,
Search for Jobs,Tìm việc làm,
Select an employee to get the employee advance.,Chọn nhân viên để lấy tạm ứng nhân viên.,
Select Applicable Components for Overtime Type,Chọn Thành phần áp dụng cho Loại tăng ca,
Select if any of the days selected for request are holidays,Tích nếu có ngày nào được chọn cho yêu cầu trùng ngày lễ,
Select Interview first,Chọn buổi phỏng vấn trước,
Select Interview Round First,Vui lòng chọn vòng phỏng vấn trước,
Select Interview Type First,Chọn Loại phỏng vấn trước,
Select Month for LWP Reversal,Chọn Tháng để hoàn nguyên LWP,
Select Payment Account to make Bank Entry,Chọn Tài khoản thanh toán để tạo Bút toán ngân hàng,
Select Payroll Frequency.,Chọn tần suất bảng lương.,
Select Payroll Period,Chọn kỳ lương,
Select Property,Chọn thuộc tính,
Select Shift Requests,Chọn yêu cầu ca,
Select Terms and Conditions,Chọn Điều khoản và Điều kiện,
Select the date after which this Leave Allocation will expire.,Chọn ngày sau đó Phân bổ nghỉ phép này sẽ hết hạn.,
Select the date from which this Leave Allocation will be valid.,Chọn ngày từ đó Phân bổ nghỉ phép này có hiệu lực.,
Select the Employee for which you want to allocate leaves.,Chọn Nhân viên mà bạn muốn phân bổ phép.,
Select the Employee.,Chọn Nhân viên.,
Select the end date for your Leave Application.,Chọn ngày kết thúc cho Đơn xin nghỉ phép.,
"Select the Leave Type like Sick leave, Privilege Leave, Casual Leave, etc.","Chọn Loại nghỉ phép như Nghỉ ốm, Nghỉ phép ưu tiên, Nghỉ phép thường, v.v.",
Select the salary components whose total will be used from the salary slip to calculate the hourly overtime rate.,Chọn các thành phần lương có tổng được dùng từ phiếu lương để tính đơn giá tăng ca theo giờ.,
Select the start date for your Leave Application.,Chọn ngày bắt đầu cho Đơn xin nghỉ phép.,
Select this if you want shift assignments to be automatically created indefinitely.,Tích chọn nếu bạn muốn phân công ca được tạo tự động vô thời hạn.,
"Select type of leave the employee wants to apply for, like Sick Leave, Privilege Leave, Casual Leave, etc.","Chọn loại nghỉ phép mà nhân viên muốn xin, như Nghỉ ốm, Nghỉ phép ưu tiên, Nghỉ phép thường, v.v.",
Select Users,Chọn người dùng,
Select your Leave Approver i.e. the person who approves or rejects your leaves.,"Chọn Người phê duyệt nghỉ phép, tức là người duyệt hoặc từ chối đơn nghỉ phép của bạn.",
Selected employee advance is not of employee {},Tạm ứng nhân viên đã chọn không thuộc nhân viên {},
Selected employee advance is not of employee {0},Tạm ứng nhân viên đã chọn không thuộc nhân viên {0},
